,Original Image,Gabor1,Gabor2,Gabor3,Gabor4,Gabor5,Gabor6,Gabor7,Gabor8,Gabor9,Gabor10,Gabor11,Gabor12,Gabor13,Gabor14,Gabor15,Gabor16,Gabor17,Gabor18,Gabor19,Gabor20,Gabor21,Gabor22,Gabor23,Gabor24,Gabor25,Gabor26,Gabor27,Gabor28,Gabor29,Gabor30,Gabor31,Gabor32
0,113,0,0,255,255,191,103,77,42,0,0,255,255,0,0,0,0,0,0,255,255,74,1,236,41,0,0,255,255,57,30,109,66
1,112,0,0,255,255,191,104,77,42,0,0,255,255,0,0,0,0,0,0,255,255,72,1,232,41,0,0,255,255,57,30,100,60
2,111,0,0,255,255,192,105,78,42,0,0,255,255,0,0,0,0,0,0,255,255,71,1,231,41,0,0,255,255,56,29,94,55
3,118,0,0,255,255,195,107,79,43,0,0,255,255,0,0,0,0,0,0,255,255,71,1,234,43,0,0,255,255,55,29,102,61
4,122,0,0,255,255,199,109,80,44,0,0,255,255,0,0,0,0,0,0,255,255,75,1,239,44,0,0,255,255,59,31,106,64
5,121,0,0,255,255,201,111,81,45,0,0,255,255,0,0,0,0,0,0,255,255,70,1,238,45,0,0,255,255,54,28,98,58
6,124,0,0,255,255,205,113,83,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,242,45,0,0,255,255,60,32,97,57
7,125,0,0,255,255,208,115,84,46,0,0,255,255,0,0,0,0,0,0,255,255,72,1,249,46,0,0,255,255,54,28,107,65
8,132,0,0,255,255,213,116,86,47,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,47,0,0,255,255,67,36,112,67
9,125,0,0,255,255,215,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,74,1,255,47,0,0,255,255,54,28,109,65
10,134,0,0,255,255,219,120,89,49,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,48,0,0,255,255,68,37,106,62
11,130,0,0,255,255,220,122,89,49,0,0,255,255,0,0,0,0,0,0,255,255,69,1,255,49,0,0,255,255,49,25,107,64
12,143,0,0,255,255,218,123,88,50,0,0,255,255,0,0,0,0,0,0,255,255,76,1,251,51,0,0,255,255,65,35,97,58
13,135,0,0,255,255,216,122,87,49,0,0,255,255,0,0,0,0,0,0,255,255,71,1,249,52,0,0,255,255,52,26,102,61
14,143,0,0,255,255,214,120,87,48,0,0,255,255,0,0,0,0,0,0,255,255,77,1,251,50,0,0,255,255,63,34,108,66
15,124,0,0,255,255,214,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,47,0,0,255,255,58,30,111,66
16,118,0,0,255,255,215,114,87,46,0,0,255,255,0,0,0,0,0,0,255,255,86,1,255,43,0,0,255,255,69,36,114,67
17,117,0,0,255,255,214,113,87,46,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,42,0,0,255,255,61,32,119,72
18,118,0,0,255,255,217,114,88,46,0,0,255,255,0,0,0,0,0,0,255,255,93,1,255,44,0,0,255,255,74,39,124,73
19,131,0,0,255,255,217,118,88,48,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,47,0,0,255,255,62,33,120,73
20,136,0,0,255,255,221,122,89,50,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,50,0,0,255,255,61,32,107,64
21,139,0,0,255,255,225,126,91,51,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,52,0,0,255,255,61,32,101,59
22,151,0,0,255,255,231,129,93,52,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,54,0,0,255,255,61,32,113,69
23,146,0,0,255,255,234,131,95,53,0,0,255,255,0,0,0,0,0,0,255,255,76,1,255,54,0,0,255,255,58,30,112,67
24,143,0,0,255,255,236,131,95,53,0,0,255,255,0,0,0,0,0,0,255,255,86,1,255,53,0,0,255,255,71,38,106,61
25,142,0,0,255,255,236,130,95,53,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,52,0,0,255,255,57,29,120,73
26,145,0,0,255,255,233,128,94,52,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,52,0,0,255,255,65,35,114,68
27,134,0,0,255,255,229,126,93,51,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,51,0,0,255,255,66,35,108,62
28,144,0,0,255,255,226,124,91,50,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,51,0,0,255,255,64,34,121,74
29,135,0,0,255,255,223,122,90,49,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,49,0,0,255,255,62,32,119,72
30,123,0,0,255,255,221,120,89,49,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,47,0,0,255,255,67,35,104,59
31,130,0,0,255,255,217,118,88,48,0,0,255,255,0,0,0,0,0,0,255,255,74,1,255,47,0,0,255,255,57,30,109,66
32,129,0,0,255,255,214,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,47,0,0,255,255,61,32,115,69
33,130,0,0,255,255,210,116,85,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,251,48,0,0,255,255,65,34,107,63
34,128,0,0,255,255,209,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,75,1,251,47,0,0,255,255,58,31,109,66
35,123,0,0,255,255,212,114,86,46,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,45,0,0,255,255,63,33,112,67
36,120,0,0,255,255,211,114,85,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,254,44,0,0,255,255,57,30,105,62
37,123,0,0,255,255,210,115,85,46,0,0,255,255,0,0,0,0,0,0,255,255,76,1,250,45,0,0,255,255,60,32,101,59
38,130,0,0,255,255,210,116,85,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,253,48,0,0,255,255,63,33,113,68
39,136,0,0,255,255,211,117,85,47,0,0,255,255,0,0,0,0,0,0,255,255,76,1,252,48,0,0,255,255,59,31,116,72
40,126,0,0,255,255,212,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,74,1,250,47,0,0,255,255,58,31,99,58
41,123,0,0,255,255,214,117,87,48,0,0,255,255,0,0,0,0,0,0,255,255,75,1,253,46,0,0,255,255,60,31,97,56
42,132,0,0,255,255,216,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,47,0,0,255,255,60,31,117,71
43,132,0,0,255,255,217,119,88,48,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,48,0,0,255,255,65,34,119,72
44,130,0,0,255,255,214,119,87,48,0,0,255,255,0,0,0,0,0,0,255,255,69,1,248,48,0,0,255,255,54,28,97,57
45,131,0,0,255,255,212,119,86,48,0,0,255,255,0,0,0,0,0,0,255,255,71,1,243,48,0,0,255,255,57,30,89,51
46,133,0,0,255,255,211,118,85,48,0,0,255,255,0,0,0,0,0,0,255,255,75,1,249,49,0,0,255,255,57,30,109,66
47,137,0,0,255,255,209,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,77,1,251,48,0,0,255,255,62,33,116,72
48,116,0,0,255,255,208,113,84,46,0,0,255,255,0,0,0,0,0,0,255,255,78,1,252,44,0,0,255,255,60,31,103,60
49,115,0,0,255,255,208,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,78,1,254,42,0,0,255,255,63,33,103,60
50,118,0,0,255,255,207,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,73,1,253,43,0,0,255,255,54,28,113,69
51,123,0,0,255,255,205,112,83,45,0,0,255,255,0,0,0,0,0,0,255,255,83,1,249,45,0,0,255,255,67,35,108,64
52,128,0,0,255,255,203,113,82,46,0,0,255,255,0,0,0,0,0,0,255,255,72,1,239,47,0,0,255,255,56,29,104,63
53,130,0,0,255,255,205,114,83,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,243,47,0,0,255,255,59,31,104,63
54,122,0,0,255,255,209,114,85,46,0,0,255,255,0,0,0,0,0,0,255,255,75,1,250,46,0,0,255,255,58,30,103,61
55,124,0,0,255,255,212,115,86,47,0,0,255,255,0,0,0,0,0,0,255,255,75,1,254,45,0,0,255,255,60,32,105,63
56,124,0,0,255,255,209,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,66,1,246,46,0,0,255,255,49,26,98,59
57,130,0,0,255,255,206,115,83,47,0,0,255,255,0,0,0,0,0,0,255,255,74,1,237,48,0,0,255,255,60,32,91,53
58,134,0,0,255,255,202,114,82,46,0,0,255,255,0,0,0,0,0,0,255,255,70,1,235,49,0,0,255,255,53,27,104,64
59,133,0,0,255,255,201,112,81,45,0,0,255,255,0,0,0,0,0,0,255,255,73,1,238,47,0,0,255,255,58,31,108,66
60,110,0,0,255,255,200,109,81,44,0,0,255,255,0,0,0,0,0,0,255,255,73,1,241,42,0,0,255,255,56,29,96,55
61,108,0,0,255,255,200,106,81,43,0,0,255,255,0,0,0,0,0,0,255,255,74,1,245,39,0,0,255,255,59,31,99,58
62,111,0,0,255,255,198,105,80,43,0,0,255,255,0,0,0,0,0,0,255,255,75,1,247,40,0,0,255,255,56,29,113,69
63,117,0,0,255,255,196,106,79,43,0,0,255,255,0,0,0,0,0,0,255,255,80,1,241,43,0,0,255,255,64,34,109,66
64,121,0,0,255,255,196,107,79,43,0,0,255,255,0,0,0,0,0,0,255,255,75,1,235,44,0,0,255,255,59,31,104,62
65,121,0,0,255,255,199,109,81,44,0,0,255,255,0,0,0,0,0,0,255,255,70,1,237,44,0,0,255,255,53,28,102,61
66,120,0,0,255,255,203,111,82,45,0,0,255,255,0,0,0,0,0,0,255,255,72,1,241,44,0,0,255,255,58,31,95,56
67,121,0,0,255,255,207,113,84,46,0,0,255,255,0,0,0,0,0,0,255,255,73,1,247,45,0,0,255,255,56,29,102,60
68,132,0,0,255,255,211,116,85,47,0,0,255,255,0,0,0,0,0,0,255,255,79,1,254,47,0,0,255,255,63,33,114,69
69,129,0,0,255,255,213,118,86,48,0,0,255,255,0,0,0,0,0,0,255,255,75,1,255,48,0,0,255,255,57,29,110,66
70,131,0,0,255,255,218,120,88,48,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,48,0,0,255,255,67,36,103,60
71,131,0,0,255,255,219,121,89,49,0,0,255,255,0,0,0,0,0,0,255,255,68,1,255,49,0,0,255,255,49,25,105,64
72,139,0,0,255,255,219,122,89,49,0,0,255,255,0,0,0,0,0,0,255,255,76,1,254,50,0,0,255,255,63,34,100,59
73,134,0,0,255,255,217,122,88,49,0,0,255,255,0,0,0,0,0,0,255,255,76,1,253,51,0,0,255,255,57,29,104,62
74,144,0,0,255,255,215,120,87,49,0,0,255,255,0,0,0,0,0,0,255,255,74,1,251,50,0,0,255,255,59,32,110,68
75,126,0,0,255,255,215,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,79,1,255,47,0,0,255,255,61,32,107,63
76,121,0,0,255,255,216,116,88,47,0,0,255,255,0,0,0,0,0,0,255,255,86,1,255,45,0,0,255,255,69,36,114,67
77,123,0,0,255,255,216,115,87,46,0,0,255,255,0,0,0,0,0,0,255,255,76,1,255,44,0,0,255,255,57,30,121,74
78,118,0,0,255,255,217,116,88,47,0,0,255,255,0,0,0,0,0,0,255,255,90,1,255,45,0,0,255,255,71,38,114,66
79,130,0,0,255,255,218,118,88,48,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,47,0,0,255,255,66,35,118,71
80,140,0,0,255,255,221,122,89,49,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,50,0,0,255,255,59,31,120,74
81,135,0,0,255,255,226,125,91,51,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,51,0,0,255,255,66,35,104,60
82,141,0,0,255,255,230,128,93,52,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,52,0,0,255,255,60,32,107,63
83,148,0,0,255,255,234,130,95,53,0,0,255,255,0,0,0,0,0,0,255,255,77,1,255,53,0,0,255,255,59,31,117,72
84,143,0,0,255,255,235,131,95,53,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,54,0,0,255,255,68,36,111,65
85,146,0,0,255,255,235,131,95,53,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,53,0,0,255,255,64,34,114,68
86,146,0,0,255,255,234,130,95,52,0,0,255,255,0,0,0,0,0,0,255,255,76,1,255,53,0,0,255,255,57,30,115,70
87,138,0,0,255,255,231,128,93,52,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,52,0,0,255,255,67,35,105,61
88,139,0,0,255,255,226,125,92,51,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,51,0,0,255,255,62,32,113,68
89,140,0,0,255,255,224,122,91,50,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,50,0,0,255,255,64,34,123,76
90,126,0,0,255,255,221,120,89,48,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,47,0,0,255,255,66,35,114,67
91,125,0,0,255,255,218,118,88,48,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,46,0,0,255,255,64,34,108,64
92,125,0,0,255,255,216,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,46,0,0,255,255,60,31,114,69
93,129,0,0,255,255,214,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,47,0,0,255,255,66,35,113,67
94,131,0,0,255,255,212,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,76,1,252,48,0,0,255,255,59,31,109,65
95,130,0,0,255,255,212,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,76,1,252,48,0,0,255,255,60,32,106,63
96,127,0,0,255,255,214,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,47,0,0,255,255,61,32,107,63
97,127,0,0,255,255,214,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,73,1,254,47,0,0,255,255,56,29,106,64
98,128,0,0,255,255,214,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,47,0,0,255,255,64,34,106,63
99,129,0,0,255,255,212,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,74,1,253,48,0,0,255,255,56,29,109,66
100,134,0,0,255,255,212,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,77,1,250,48,0,0,255,255,62,33,106,64
101,124,0,0,255,255,211,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,75,1,251,47,0,0,255,255,56,29,104,61
102,131,0,0,255,255,212,116,86,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,46,0,0,255,255,65,35,109,65
103,123,0,0,255,255,214,116,87,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,46,0,0,255,255,58,30,116,70
104,126,0,0,255,255,212,116,86,47,0,0,255,255,0,0,0,0,0,0,255,255,75,1,253,46,0,0,255,255,60,32,102,60
105,125,0,0,255,255,208,116,84,47,0,0,255,255,0,0,0,0,0,0,255,255,68,1,242,47,0,0,255,255,53,28,92,54
106,133,0,0,255,255,208,116,84,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,245,49,0,0,255,255,63,33,106,64
107,136,0,0,255,255,206,114,83,46,0,0,255,255,0,0,0,0,0,0,255,255,72,1,244,48,0,0,255,255,55,29,115,71
108,120,0,0,255,255,207,113,84,46,0,0,255,255,0,0,0,0,0,0,255,255,78,1,248,45,0,0,255,255,63,33,101,59
109,112,0,0,255,255,208,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,75,1,252,42,0,0,255,255,59,31,100,58
110,120,0,0,255,255,207,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,74,1,254,43,0,0,255,255,57,30,113,69
111,121,0,0,255,255,206,112,83,45,0,0,255,255,0,0,0,0,0,0,255,255,81,1,250,45,0,0,255,255,63,33,109,65
112,129,0,0,255,255,203,113,82,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,240,47,0,0,255,255,59,31,102,61
113,131,0,0,255,255,205,114,83,46,0,0,255,255,0,0,0,0,0,0,255,255,71,1,241,47,0,0,255,255,56,29,104,63
114,124,0,0,255,255,209,115,84,46,0,0,255,255,0,0,0,0,0,0,255,255,76,1,249,46,0,0,255,255,59,31,103,61
115,124,0,0,255,255,211,115,85,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,252,45,0,0,255,255,58,31,103,62
116,123,0,0,255,255,209,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,69,1,247,46,0,0,255,255,52,27,100,59
117,128,0,0,255,255,205,115,83,46,0,0,255,255,0,0,0,0,0,0,255,255,72,1,238,47,0,0,255,255,58,31,92,54
118,132,0,0,255,255,202,113,82,46,0,0,255,255,0,0,0,0,0,0,255,255,72,1,236,48,0,0,255,255,56,29,104,63
119,131,0,0,255,255,200,111,81,45,0,0,255,255,0,0,0,0,0,0,255,255,72,1,237,47,0,0,255,255,56,30,108,67
120,113,0,0,255,255,199,108,81,44,0,0,255,255,0,0,0,0,0,0,255,255,73,1,239,42,0,0,255,255,57,30,96,56
121,106,0,0,255,255,199,106,81,43,0,0,255,255,0,0,0,0,0,0,255,255,75,1,245,40,0,0,255,255,59,31,99,58
122,113,0,0,255,255,197,105,80,43,0,0,255,255,0,0,0,0,0,0,255,255,72,1,244,40,0,0,255,255,55,29,111,68
123,115,0,0,255,255,195,106,79,43,0,0,255,255,0,0,0,0,0,0,255,255,79,1,240,42,0,0,255,255,63,33,107,63
124,120,0,0,255,255,194,107,78,43,0,0,255,255,0,0,0,0,0,0,255,255,71,1,230,44,0,0,255,255,56,29,99,60
125,124,0,0,255,255,196,108,79,44,0,0,255,255,0,0,0,0,0,0,255,255,70,1,232,45,0,0,255,255,55,29,100,61
126,117,0,0,255,255,199,110,81,44,0,0,255,255,0,0,0,0,0,0,255,255,69,1,236,44,0,0,255,255,53,27,96,57
127,121,0,0,255,255,202,111,82,45,0,0,255,255,0,0,0,0,0,0,255,255,75,1,241,44,0,0,255,255,61,32,98,58
128,121,0,0,255,255,206,112,83,45,0,0,255,255,0,0,0,0,0,0,255,255,75,1,251,45,0,0,255,255,56,29,113,68
129,127,0,0,255,255,209,114,85,46,0,0,255,255,0,0,0,0,0,0,255,255,79,1,252,45,0,0,255,255,63,34,110,66
130,122,0,0,255,255,213,116,86,47,0,0,255,255,0,0,0,0,0,0,255,255,79,1,255,46,0,0,255,255,62,32,106,62
131,131,0,0,255,255,215,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,73,1,255,47,0,0,255,255,56,29,106,64
132,135,0,0,255,255,216,120,87,49,0,0,255,255,0,0,0,0,0,0,255,255,71,1,250,49,0,0,255,255,56,29,99,59
133,135,0,0,255,255,216,122,88,49,0,0,255,255,0,0,0,0,0,0,255,255,77,1,251,51,0,0,255,255,60,32,100,58
134,145,0,0,255,255,214,121,87,49,0,0,255,255,0,0,0,0,0,0,255,255,68,1,246,51,0,0,255,255,53,28,106,65
135,131,0,0,255,255,215,119,87,48,0,0,255,255,0,0,0,0,0,0,255,255,78,1,253,49,0,0,255,255,61,32,104,61
136,123,0,0,255,255,216,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,46,0,0,255,255,67,35,112,66
137,124,0,0,255,255,215,115,87,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,255,44,0,0,255,255,56,29,120,74
138,115,0,0,255,255,214,114,87,46,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,44,0,0,255,255,68,36,107,62
139,125,0,0,255,255,215,116,87,47,0,0,255,255,0,0,0,0,0,0,255,255,88,1,255,46,0,0,255,255,71,37,117,69
140,139,0,0,255,255,217,118,88,48,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,49,0,0,255,255,58,30,131,82
141,130,0,0,255,255,222,122,90,49,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,49,0,0,255,255,69,37,106,61
142,130,0,0,255,255,226,125,91,50,0,0,255,255,0,0,0,0,0,0,255,255,76,1,255,49,0,0,255,255,59,31,98,56
143,148,0,0,255,255,230,128,93,52,0,0,255,255,0,0,0,0,0,0,255,255,75,1,255,52,0,0,255,255,58,30,116,72
144,144,0,0,255,255,231,129,93,52,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,54,0,0,255,255,62,32,112,66
145,149,0,0,255,255,232,130,94,53,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,54,0,0,255,255,70,38,108,64
146,145,0,0,255,255,232,129,94,52,0,0,255,255,0,0,0,0,0,0,255,255,72,1,255,53,0,0,255,255,52,27,118,73
147,138,0,0,255,255,231,127,93,51,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,51,0,0,255,255,66,35,103,60
148,130,0,0,255,255,227,125,92,50,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,50,0,0,255,255,64,34,107,62
149,143,0,0,255,255,225,122,91,50,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,50,0,0,255,255,65,34,131,81
150,132,0,0,255,255,221,120,90,49,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,48,0,0,255,255,64,33,120,72
151,122,0,0,255,255,218,119,88,48,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,46,0,0,255,255,65,35,98,55
152,130,0,0,255,255,216,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,73,1,255,47,0,0,255,255,56,30,109,66
153,131,0,0,255,255,215,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,83,1,255,48,0,0,255,255,64,33,120,73
154,130,0,0,255,255,213,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,48,0,0,255,255,65,35,110,65
155,127,0,0,255,255,213,117,86,47,0,0,255,255,0,0,0,0,0,0,255,255,75,1,254,47,0,0,255,255,58,31,106,64
156,125,0,0,255,255,216,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,46,0,0,255,255,64,34,111,66
157,127,0,0,255,255,215,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,74,1,255,47,0,0,255,255,57,30,109,65
158,131,0,0,255,255,216,119,87,48,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,48,0,0,255,255,65,35,106,62
159,133,0,0,255,255,214,119,87,48,0,0,255,255,0,0,0,0,0,0,255,255,72,1,251,49,0,0,255,255,54,28,107,65
160,139,0,0,255,255,214,119,87,48,0,0,255,255,0,0,0,0,0,0,255,255,78,1,252,49,0,0,255,255,64,34,106,63
161,126,0,0,255,255,214,118,87,48,0,0,255,255,0,0,0,0,0,0,255,255,74,1,254,48,0,0,255,255,54,28,105,62
162,132,0,0,255,255,216,117,87,48,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,47,0,0,255,255,67,36,108,64
163,121,0,0,255,255,216,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,46,0,0,255,255,56,29,116,70
164,129,0,0,255,255,215,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,46,0,0,255,255,66,35,108,64
165,125,0,0,255,255,209,116,85,47,0,0,255,255,0,0,0,0,0,0,255,255,65,1,242,47,0,0,255,255,48,25,94,56
166,134,0,0,255,255,208,116,84,47,0,0,255,255,0,0,0,0,0,0,255,255,82,1,245,49,0,0,255,255,69,37,102,60
167,134,0,0,255,255,206,115,83,46,0,0,255,255,0,0,0,0,0,0,255,255,68,1,244,48,0,0,255,255,49,25,116,72
168,125,0,0,255,255,207,113,84,46,0,0,255,255,0,0,0,0,0,0,255,255,80,1,249,45,0,0,255,255,67,36,103,61
169,107,0,0,255,255,208,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,75,1,253,42,0,0,255,255,56,29,99,57
170,123,0,0,255,255,208,111,84,45,0,0,255,255,0,0,0,0,0,0,255,255,76,1,255,43,0,0,255,255,61,33,113,69
171,119,0,0,255,255,206,112,83,45,0,0,255,255,0,0,0,0,0,0,255,255,77,1,251,45,0,0,255,255,58,30,112,67
172,129,0,0,255,255,204,113,83,46,0,0,255,255,0,0,0,0,0,0,255,255,78,1,241,47,0,0,255,255,65,35,100,59
173,131,0,0,255,255,204,114,83,46,0,0,255,255,0,0,0,0,0,0,255,255,68,1,239,48,0,0,255,255,51,27,104,64
174,126,0,0,255,255,209,115,85,46,0,0,255,255,0,0,0,0,0,0,255,255,78,1,250,46,0,0,255,255,62,33,105,62
175,123,0,0,255,255,211,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,73,1,251,45,0,0,255,255,57,30,102,61
176,123,0,0,255,255,210,115,85,47,0,0,255,255,0,0,0,0,0,0,255,255,71,1,250,45,0,0,255,255,54,28,101,60
177,128,0,0,255,255,206,115,83,47,0,0,255,255,0,0,0,0,0,0,255,255,70,1,240,47,0,0,255,255,56,29,95,56
178,132,0,0,255,255,203,114,82,46,0,0,255,255,0,0,0,0,0,0,255,255,74,1,238,49,0,0,255,255,59,31,102,61
179,132,0,0,255,255,201,112,81,45,0,0,255,255,0,0,0,0,0,0,255,255,70,1,237,47,0,0,255,255,54,28,107,66
180,118,0,0,255,255,200,109,81,44,0,0,255,255,0,0,0,0,0,0,255,255,72,1,238,43,0,0,255,255,58,31,97,57
181,106,0,0,255,255,200,107,81,43,0,0,255,255,0,0,0,0,0,0,255,255,76,1,245,40,0,0,255,255,59,31,99,57
182,114,0,0,255,255,198,105,80,43,0,0,255,255,0,0,0,0,0,0,255,255,72,1,244,40,0,0,255,255,55,29,110,68
183,113,0,0,255,255,196,106,79,43,0,0,255,255,0,0,0,0,0,0,255,255,80,1,243,42,0,0,255,255,64,34,108,64
184,118,0,0,255,255,194,107,79,43,0,0,255,255,0,0,0,0,0,0,255,255,73,1,233,44,0,0,255,255,57,30,101,60
185,125,0,0,255,255,197,108,80,44,0,0,255,255,0,0,0,0,0,0,255,255,72,1,235,44,0,0,255,255,58,31,103,62
186,116,0,0,255,255,200,110,81,45,0,0,255,255,0,0,0,0,0,0,255,255,70,1,239,44,0,0,255,255,52,27,99,59
187,124,0,0,255,255,205,112,83,45,0,0,255,255,0,0,0,0,0,0,255,255,79,1,245,44,0,0,255,255,66,35,100,59
188,120,0,0,255,255,210,114,85,46,0,0,255,255,0,0,0,0,0,0,255,255,75,1,255,45,0,0,255,255,53,27,116,70
189,132,0,0,255,255,214,116,87,47,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,46,0,0,255,255,68,37,111,67
190,124,0,0,255,255,219,120,89,48,0,0,255,255,0,0,0,0,0,0,255,255,79,1,255,48,0,0,255,255,59,31,109,64
191,140,0,0,255,255,223,123,90,50,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,50,0,0,255,255,63,33,111,67
192,140,0,0,255,255,224,126,91,51,0,0,255,255,0,0,0,0,0,0,255,255,69,1,255,52,0,0,255,255,52,27,101,61
193,142,0,0,255,255,224,127,91,51,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,53,0,0,255,255,63,34,95,54
194,150,0,0,255,255,221,126,89,51,0,0,255,255,0,0,0,0,0,0,255,255,67,1,251,54,0,0,255,255,51,27,105,65
195,140,0,0,255,255,220,123,89,50,0,0,255,255,0,0,0,0,0,0,255,255,80,1,255,51,0,0,255,255,63,33,111,66
196,126,0,0,255,255,219,119,89,48,0,0,255,255,0,0,0,0,0,0,255,255,84,1,255,47,0,0,255,255,66,35,112,66
197,121,0,0,255,255,218,115,88,47,0,0,255,255,0,0,0,0,0,0,255,255,78,1,255,43,0,0,255,255,60,31,118,72
198,114,0,0,255,255,216,114,87,46,0,0,255,255,0,0,0,0,0,0,255,255,85,1,255,43,0,0,255,255,67,35,114,67
199,122,0,0,255,255,215,115,87,46,0,0,255,255,0,0,0,0,0,0,255,255,90,1,255,45,0,0,255,255,72,38,121,72
200,135,0,0,255,255,216,117,87,47,0,0,255,255,0,0,0,0,0,0,255,255,82,1,255,48,0,0,255,255,62,32,130,81
201,131,0,0,255,255,220,121,89,49,0,0,255,255,0,0,0,0,0,0,255,255,81,1,255,48,0,0,255,255,65,34,108,63
